cite,question_id,question,choices,answer,chapter
다가구주택은 3층 이하의 건물이며 전체에 대한 소유권은 집주인이 가지고 있고 나머지 가구는 거기에 세를 들어 산다.,903,다가구주택의 특징은 무엇인가?,"1. 3층 이하의 건물이며, 집주인이 전체 소유권을 가짐
2. 한 가구가 독립적으로 생활할 수 있음
3. 여러 가구가 같이 생활함
4. 세를 내고 살 수 없음
","3층 이하의 건물이며, 집주인이 전체 소유권을 가짐",16.0
다가구주택은 3층 이하의 건물이며 전체에 대한 소유권은 집주인이 가지고 있고 나머지 가구는 거기에 세를 들어 산다.,904,다가구주택에서 나머지 가구들은 어떻게 거주하는가?,"1. 집을 구매하여 거주함
2. 세를 내고 거주함
3. 집주인과 함께 거주함
4. 무료로 거주함
",세를 내고 거주함,16.0
단독주택은 보통 한 가구가 독립적으로 생활할 수 있도록 집을 한 채씩 각각 지은 형태를 말한다.,905,단독주택은 몇 가구가 거주할 수 있는 형태로 지어지는가?,"1. 한 가구
2. 두 가구
3. 세 가구
4. 네 가구
",한 가구,16.0
단독주택에는 여러 가구가 각각의 독립적인 공간을 차지하며 살 수 있도록 지은 다가구주택도 포함된다.,906,다가구주택에서 각 가구는 어떤 공간을 차지하는가?,"1. 공동의 공간을 차지함
2. 독립적인 공간을 차지함
3. 집주인의 공간을 차지함
4. 세를 내는 공간을 차지함
",독립적인 공간을 차지함,16.0
한국인들이 거주하고 있는 집의 형태는 크게 단독주택과 공동주택으로 나눌 수 있다.,907,"한국인들이 거주하는 집의 형태를 크게 두 가지로 나누었을 때, 이 두 가지는 무엇인가?","1. 단독주택과 다가구주택
2. 단독주택과 공동주택
3. 공동주택과 아파트
4. 다가구주택과 아파트
",단독주택과 공동주택,16.0
다가구주택은 3층 이하의 건물이며 전체에 대한 소유권은 집주인이 가지고 있고 나머지 가구는 거기에 세를 들어 산다.,908,다가구주택의 건물은 몇 층 이하인가?,"1. 1층
2. 2층
3. 3층
4. 4층
",3층,16.0
다가구주택은 3층 이하의 건물이며 전체에 대한 소유권은 집주인이 가지고 있고 나머지 가구는 거기에 세를 들어 산다.,909,다가구주택의 전체 소유권은 누가 가지고 있는가?,"1. 세입자
2. 집주인
3. 공동소유
4. 정부
",집주인,16.0
공동주택은 한 건물에 여러 가구가 각각 독립된 생활을 할 수 있게 만든 집으로 크게 연립주택과 아파트가 있다.,910,공동주택에는 어떤 종류가 있나요?,"1. 단독주택과 아파트
2. 연립주택과 아파트
3. 다가구주택과 아파트
4. 다세대주택과 아파트
",연립주택과 아파트,16.0
"연립주택은 4층 이하의 주택으로, 종종 지하 1층에도 주택이 있는 경우가 있다.",911,연립주택의 특징은 무엇인가요?,"1. 5층 이상의 주택
2. 4층 이하의 주택
3. 지하에 주택이 없다
4. 지상에만 주택이 있다
",4층 이하의 주택,16.0
"아파트는 5층 이상의 주택 이며, 수백 가구에서 수천 가구까지 대규모로 지어지는 경우가 많다.",912,아파트의 특징은 무엇인가요?,"1. 4층 이하의 주택
2. 5층 이상의 주택
3. 소규모로 지어지는 경우가 많다
4. 지하에 주택이 없다
",5층 이상의 주택,16.0
과거에는 단독주택이 대부분이었으나 2000년대 중반 무렵부터 단독주택보다 아파트에 살고 있는 가구 수가 많아졌다.,913,2000년대 중반부터 한국에서 어떤 주택 형태의 가구 수가 늘어났나요?,"1. 단독주택
2. 다가구주택
3. 연립주택
4. 아파트
",아파트,16.0
오늘날 많은 한국인들은 단독주택보다 아파트에서 사는 것을 선호한다.,914,오늘날 많은 한국인들은 어떤 주택에서 사는 것을 선호하나요?,"1. 단독주택
2. 다가구주택
3. 연립주택
4. 아파트
",아파트,16.0
아파트가 교통이 편리한 곳에 지어지는 경우가 많고 현대식 설계와 건축을 통해 다양한 편의시설이 아파트 안과 밖에서 많이 제공되고 있기 때문이다.,915,한국인들이 아파트를 선호하는 이유는 무엇인가요?,"1. 교통이 불편하고 편의시설이 부족하기 때문
2. 교통이 편리하고 다양한 편의시설이 제공되기 때문
3. 가격이 저렴하기 때문
4. 관리가 용이하기 때문
",교통이 편리하고 다양한 편의시설이 제공되기 때문,16.0
한국의 대도시의 경우 집값이 비싸기 때문에 서민들이 집을 구하기 어려운 경우가 적지 않다.,916,한국의 대도시에서 집을 구하기 어려운 이유는 무엇인가요?,"1. 집값이 저렴하기 때문
2. 집값이 비싸기 때문
3. 주택 공급이 과다하기 때문
4. 주택 공급이 부족하기 때문
",집값이 비싸기 때문,16.0
그 중 하나가 정부에서 아파트와 같은 공동주택을 지어 경제적으로 어려운 사람들이 싼 값에 집을 사거나 빌릴 수 있도록 하는 것이다.,917,한국 정부가 경제적으로 어려운 사람들을 위해 어떤 주택 정책을 마련하였나요?,"1. 아파트와 같은 공동주택을 지어 비싼 값에 팔기
2. 아파트와 같은 공동주택을 지어 싼 값에 팔기
3. 아파트와 같은 공동주택을 지어 비싼 값에 빌리기
4. 아파트와 같은 공동주택을 지어 싼 값에 빌리기
",아파트와 같은 공동주택을 지어 싼 값에 팔기,16.0
"국민임대주택, 공공임대주택, 보금자리 주택, 장기전세주택 등이 이에 해당된다.",918,한국 정부의 주택 정책에는 어떤 것들이 포함되어 있나요?,"1. 국민임대주택, 공공임대주택, 보금자리 주택, 장기전세주택
2. 국민임대주택, 공공임대주택, 보금자리 주택, 단기전세주택
3. 국민임대주택, 사립임대주택, 보금자리 주택, 장기전세주택
4. 국민임대주택, 공공임대주택, 보금자리 아파트, 장기전세주택
","국민임대주택, 공공임대주택, 보금자리 주택, 장기전세주택",16.0
"이런 주택들은 저소득층이나 집이 없는 서민들을 대상으로 하고 있고, 주변 시세보다 싼 가격으로 집을 빌리거나 살 수 있다.",919,한국 정부의 주택 정책 대상은 누구인가요?,"1. 고소득층이나 집이 있는 사람들
2. 저소득층이나 집이 없는 사람들
3. 고소득층이나 집이 없는 사람들
4. 저소득층이나 집이 있는 사람들
",저소득층이나 집이 없는 사람들,16.0
전입신고  이사 온 사실을 주민등록부에 기록 하는것,920,전입신고란 무엇을 의미하는가?,"1. 이사 온 사실을 주민등록부에 기록하는 것
2. 이사 간 사실을 법원에 보고하는 것
3. 이사 간 사실을 이사업체에 보고하는 것
4. 이사 간 사실을 이사를 도와준 사람들에게 알리는 것
",이사 온 사실을 주민등록부에 기록하는 것,16.0
"확정일자  법원, 주민센터 등에서 주택임대차 계약을 한 날을 확인해 주기 위해 계약서에 도장을 찍어주는 날짜",921,확정일자란 무엇을 의미하는가?,"1. 주택임대차 계약을 한 날을 확인하기 위한 날짜
2. 이사를 시작한 날을 확인하기 위한 날짜
3. 이사를 마친 날을 확인하기 위한 날짜
4. 주택 구입 계약을 한 날을 확인하기 위한 날짜
",주택임대차 계약을 한 날을 확인하기 위한 날짜,16.0
등기부  부동산에 관한 권리 관계를 적어 두는 장부,922,등기부란 무엇인가?,"1. 부동산에 관한 권리 관계를 적어 두는 장부
2. 이사에 관한 사항을 적어 두는 장부
3. 주택임대차 계약에 관한 사항을 적어 두는 장부
4. 주택 구입에 관한 사항을 적어 두는 장부
",부동산에 관한 권리 관계를 적어 두는 장부,16.0
한국인의 이사문화 ‘손 없는 날’,923,한국의 이사문화 중 ‘손 없는 날’이란 무엇인가?,"1. 이사를 도와주는 사람이 없는 날
2. 이사를 할 수 없는 날
3. 나쁜 신이 없는 날
4. 이사를 해도 되는 날
",나쁜 신이 없는 날,16.0
"한국에서의 주요 거주 형태는 크게 자가, 전세, 월세로 나눌 수 있다.",924,한국에서의 주요 거주 형태는 어떤 것들이 있는가?,"1. 자가, 전세, 월세
2. 자가, 전세, 반전세
3. 자가, 월세, 반전세
4. 전세, 월세, 반전세
","자가, 전세, 월세",16.0
전세는 집주인에게 일정한 돈을 보증금으로 맡기고 계약기간 동안 집을 빌려서 생활하는 것으로 한국에서 흔히 이루어지는 주택 임대의 방법이다.,925,전세란 무엇인가?,"1. 집주인에게 일정한 돈을 보증금으로 맡기고 계약기간 동안 집을 빌려서 생활하는 것
2. 집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것
3. 집주인에게 일정한 돈을 보증금으로 맡기고 계약기간 동안 집을 매매하는 것
4. 집주인에게 일정한 돈을 보증금으로 맡기고 계약기간 동안 집을 담보로 하는 것
",집주인에게 일정한 돈을 보증금으로 맡기고 계약기간 동안 집을 빌려서 생활하는 것,16.0
월세는 집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것이다.,926,월세란 무엇인가?,"1. 집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것
2. 집주인에게 일정한 돈을 보증금으로 맡기고 계약기간 동안 집을 빌려서 생활하는 것
3. 집주인에게 매달 일정한 돈을 내고 집이나 방을 매매하는 것
4. 집주인에게 매달 일정한 돈을 내고 집이나 방을 담보로 하는 것
",집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것,16.0
최근에는 월세의 비중이 크게 높아지고 있고 전세와 월세를 혼합한 반전세라는 방식도 많아지고 있다.,927,최근 한국의 거주 형태 중 어떤 형태가 늘어나고 있는가?,"1. 전세
2. 월세
3. 반전세
4. 자가
",반전세,16.0
반전세의 경우 보증금이 전세 보다는 적고 월세보다는 많은 편이다.,928,반전세의 보증금은 어떤가?,"1. 전세 보다는 적고 월세보다는 많다
2. 전세 보다는 많고 월세보다는 적다
3. 전세와 월세와 같다
4. 전세와 월세보다 모두 많다
",전세 보다는 적고 월세보다는 많다,16.0
"전세 보증금은 이사를 나갈 때 집주인으로부터 돌려받게 되는데, 전세 보증금은 액수가 크기 때문에 보증금을 안전하게 돌려받기 위해서는 이사를 한 후 전입신고를 하고 확정일자를 받아 두는 것이 좋다.",929,전세 보증금을 안전하게 돌려받기 위해 어떤 절차를 거쳐야 하는가?,"1. 이사 후 전입신고를 하고 확정일자를 받는다
2. 이사 전 전입신고를 하고 확정일자를 받는다
3. 이사 후 전입신고만 한다
4. 이사 전 확정일자만 받는다
",이사 후 전입신고를 하고 확정일자를 받는다,16.0
월세는 집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것이다.,930,월세는 무엇인가?,"1. 집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것
2. 집을 사는 것
3. 집을 판매하는 것
4. 집을 직접 건설하는 것
",집주인에게 매달 일정한 돈을 내고 집이나 방을 빌려 쓰는 것,16.0
월세의 경우에도 어느 정도의 보증금을 내야 하는 경우가 대부분이다.,931,월세를 구할 때 필요한 것은 무엇인가?,"1. 보증금
2. 중개수수료
3. 등기비용
4. 모두
",모두,16.0
"한편, 최근에는 월세의 비중이 크게 높아지고 있고 전세와 월세를 혼합한 반전세라는 방식도 많아지고 있다.",932,최근에는 어떤 주거형태의 비중이 높아지고 있는가?,"1. 전세
2. 월세
3. 반전세
4. 매매
",월세,16.0
반전세의 경우 보증금이 전세 보다는 적고 월세보다는 많은 편이다.,933,반전세의 보증금은 어떤가?,"1. 전세보다 많고 월세보다 적다
2. 전세보다 적고 월세보다 많다
3. 전세와 월세와 같다
4. 보증금이 없다
",전세보다 적고 월세보다 많다,16.0
집을 사거나 전세 또는 월세를구할 때는 가까운 곳에 있는 공인중개사를 통해 계약서를 작성하고 설명을 듣는 것이 안전하다.,934,집을 사거나 전세 또는 월세를 구할 때 어떤 방법이 안전한가?,"1. 공인중개사를 통해 계약서를 작성하고 설명을 듣는 것
2. 직접 계약서를 작성하는 것
3. 인터넷을 통해 계약하는 것
4. 친구나 지인을 통해 계약하는 것
",공인중개사를 통해 계약서를 작성하고 설명을 듣는 것,16.0
또한 등기부등본에 기록된 집주인과 실제로 계약할 때 서명하는집주인이 같은 사람인지 확인해야 한다.,935,계약 전에 확인해야 하는 사항은 무엇인가?,"1. 집의 위치
2. 집의 크기
3. 등기부등본에 기록된 집주인과 실제로 계약할 때 서명하는 집주인이 같은 사람인지
4. 집의 인테리어
",등기부등본에 기록된 집주인과 실제로 계약할 때 서명하는 집주인이 같은 사람인지,16.0
등기부등본은 각 지역에 있는 등기소나 대법원 인터넷 등기소(www. iros.go.kr)에서 확인할 수 있다.,936,등기부등본은 어디에서 확인할 수 있는가?,"1. 등기소나 대법원 인터넷 등기소에서
2. 도서관에서
3. 시청에서
4. 경찰서에서
",등기소나 대법원 인터넷 등기소에서,16.0
부동산 거래와 관련된 다양한도움을 받을 수 있기 때문이다.,937,왜 공인중개사를 통해 집을 구해야 하는가?,"1. 부동산 거래와 관련된 다양한 도움을 받을 수 있기 때문
2. 중개수수료를 지불하지 않아도 되기 때문
3. 집주인과 직접 대화할 수 있기 때문
4. 계약서를 작성할 필요가 없기 때문
",부동산 거래와 관련된 다양한 도움을 받을 수 있기 때문,16.0
물론 전세에 비해 보증금은 훨씬 적다.,938,월세와 전세 중 어느 것의 보증금이 더 적은가?,"1. 월세
2. 전세
3. 둘 다 같다
4. 정보가 부족해 알 수 없다
",월세,16.0
전세와 월세를 혼합한 반전세라는 방식도 많아지고 있다.,939,전세와 월세를 혼합한 주거형태는 무엇인가?,"1. 반전세
2. 반월세
3. 전월세
4. 월전세
",반전세,16.0
"한국에도 그러한 일을 특별히 기억하는 의례가 있는데, 결혼식, 장례식, 제사, 생일잔치 등이 그것이다.",170,한국의 주요 의례로 어떤 것들이 있나요?,"1. 결혼식, 장례식, 제사, 생일잔치
2. 졸업식, 입학식, 결혼식, 장례식
3. 결혼식, 이사, 장례식, 제사
4. 결혼식, 장례식, 제사, 졸업식
","결혼식, 장례식, 제사, 생일잔치",17.0
남녀가 정식으로 부부가 되는 의례를 결혼식이라고 한다.,171,남녀가 정식으로 부부가 되는 의례를 무엇이라고 하나요?,"1. 제사
2. 장례식
3. 결혼식
4. 생일잔치
",결혼식,17.0
결혼식이 끝나고 양가 가족에게 전통적인 인사인 폐백을 한 후에 신랑 신부는 신혼여행을 떠난다.,172,결혼식이 끝나고 양가 가족에게 하는 전통적인 인사는 무엇인가요?,"1. 폐백
2. 상주
3. 문상
4. 조의금
",폐백,17.0
사람이 죽으면 죽은 사람에 대한 예를 갖추어 그를떠나보내는데 이를 장례라고 한다.,173,사람이 죽으면 죽은 사람에 대한 예를 갖추어 그를 떠나보내는 것을 무엇이라고 하나요?,"1. 제사
2. 결혼식
3. 장례
4. 생일잔치
",장례,17.0
"문상객은 죽은 사람의 사진에 두 번, 유족에게는 한 번의 절을 한다.",174,"문상객은 죽은 사람의 사진에 몇 번, 유족에게는 몇 번의 절을 하나요?","1. 사진에 한 번, 유족에게는 두 번
2. 사진에 두 번, 유족에게는 한 번
3. 사진에 세 번, 유족에게는 한 번
4. 사진에 한 번, 유족에게는 세 번
","사진에 두 번, 유족에게는 한 번",17.0
청첩장  결혼식에 초대하는 편지,175,청첩장이란 무엇인가요?,"1. 결혼식에 초대하는 편지
2. 장례식에 초대하는 편지
3. 생일잔치에 초대하는 편지
4. 제사에 초대하는 편지
",결혼식에 초대하는 편지,17.0
축의금  축하하는 뜻을 나타내기 위해 내는 돈이나 물품,176,축의금이란 무엇인가요?,"1. 축하하는 뜻을 나타내기 위해 내는 돈이나 물품
2. 위로하는 뜻을 나타내기 위해 내는 돈이나 물품
3. 감사하는 뜻을 나타내기 위해 내는 돈이나 물품
4. 사과하는 뜻을 나타내기 위해 내는 돈이나 물품
",축하하는 뜻을 나타내기 위해 내는 돈이나 물품,17.0
문상  죽은 사람과 그 가족을 위로하기 위해 방문하는 일,177,문상이란 무엇인가요?,"1. 죽은 사람과 그 가족을 위로하기 위해 방문하는 일
2. 결혼한 사람과 그 가족을 축하하기 위해 방문하는 일
3. 생일을 맞은 사람과 그 가족을 축하하기 위해 방문하는 일
4. 집을 이사한 사람과 그 가족을 축하하기 위해 방문하는 일
",죽은 사람과 그 가족을 위로하기 위해 방문하는 일,17.0
조의금  상을 당한 가족에게 위로의 뜻을 나타내기 위해 내는 돈이나 물품,178,조의금이란 무엇인가요?,"1. 축하하는 뜻을 나타내기 위해 내는 돈이나 물품
2. 위로하는 뜻을 나타내기 위해 내는 돈이나 물품
3. 감사하는 뜻을 나타내기 위해 내는 돈이나 물품
4. 사과하는 뜻을 나타내기 위해 내는 돈이나 물품
",위로하는 뜻을 나타내기 위해 내는 돈이나 물품,17.0
화장  죽은사람을불에태워장례를치름,179,화장이란 무엇인가요?,"1. 죽은 사람을 묻는 것
2. 죽은 사람을 불에 태워 장례를 치르는 것
3. 죽은 사람을 해로 장례를 치르는 것
4. 죽은 사람을 바다에 띄워 장례를 치르는 것
",죽은 사람을 불에 태워 장례를 치르는 것,17.0
청첩장  결혼식에 초대하는 편지,180,청첩장은 무엇을 위한 편지인가?,"1. 결혼식에 초대하는 편지
2. 생일 파티에 초대하는 편지
3. 회사 행사에 초대하는 편지
4. 장례식에 초대하는 편지
",결혼식에 초대하는 편지,17.0
축의금  축하하는 뜻을 나타내기 위해 내는 돈이나 물품,181,축의금은 어떤 목적으로 내는 돈이나 물품인가?,"1. 위로하는 뜻을 나타내기 위해
2. 축하하는 뜻을 나타내기 위해
3. 감사하는 뜻을 나타내기 위해
4. 사과하는 뜻을 나타내기 위해
",축하하는 뜻을 나타내기 위해,17.0
문상  죽은 사람과 그 가족을 위로하기 위해 방문하는 일,182,문상은 무엇을 위해 하는 행위인가?,"1. 축하하기 위해
2. 감사하기 위해
3. 사과하기 위해
4. 죽은 사람과 그 가족을 위로하기 위해
",죽은 사람과 그 가족을 위로하기 위해,17.0
조의금  상을 당한 가족에게 위로의 뜻을 나타내기 위해 내는 돈이나 물품,183,조의금은 어떤 상황에서 내는 돈이나 물품인가?,"1. 결혼식에서
2. 생일 파티에서
3. 상을 당한 가족에게
4. 졸업식에서
",상을 당한 가족에게,17.0
화장  죽은사람을불에태워장례를치름,184,화장이란 어떤 과정을 의미하는가?,"1. 죽은 사람을 묻는 과정
2. 죽은 사람을 불에 태워 장례를 치르는 과정
3. 죽은 사람을 해장하는 과정
4. 죽은 사람을 냉동 보관하는 과정
",죽은 사람을 불에 태워 장례를 치르는 과정,17.0
"부모, 조부모 등 조상이 돌아가신 날이나 설 또는 추석과 같은 명절에 조상을 추모하는 것을 제사 라고 한다.",185,제사란 무엇인가?,"1. 결혼식
2. 생일 파티
3. 조상을 추모하는 행사
4. 졸업식
",조상을 추모하는 행사,17.0
이 날에는 가족이 모여 조상을 생각하며 제사 음식 앞에서 조상에게 절을 두 번 한다.,186,제사에서 가족들은 어떤 행동을 하는가?,"1. 춤을 춘다
2. 노래를 부른다
3. 조상에게 절을 한다
4. 게임을 한다
",조상에게 절을 한다,17.0
제사 음식은 가족이 함께 나누어 먹는다.,187,제사 음식은 누구와 나누어 먹는가?,"1. 친구와
2. 이웃과
3. 가족과
4. 혼자서
",가족과,17.0
이는 조상의 덕을 기리고 조상의 덕을 통해 가족이 좀 더 행복한 생활을 하기를 기원하는 의미를 갖는다.,188,제사는 어떤 의미를 갖는가?,"1. 가족이 좀 더 행복한 생활을 하기를 기원하는 의미
2. 가족이 좀 더 부유해지기를 기원하는 의미
3. 가족이 좀 더 건강해지기를 기원하는 의미
4. 가족이 좀 더 지혜롭게 되기를 기원하는 의미
",가족이 좀 더 행복한 생활을 하기를 기원하는 의미,17.0
문상  촛대,189,문상에는 어떤 물품이 필요한가?,"1. 촛대
2. 풍선
3. 꽃다발
4. 선물 상자
",촛대,17.0
결혼식이나 장례식에 가는 사람들은 대부분 축하하는 마음 또는 위로하는 마음을 담아 축의금이나 조의금을 전달한다.,190,한국에서 결혼식이나 장례식에 가는 사람들이 주로 전달하는 것은 무엇인가?,"1. 선물
2. 축의금이나 조의금
3. 편지
4. 꽃다발
",축의금이나 조의금,17.0
돌잡이 물건에는 저마다 뜻이 있어서 돌을 맞은 아기가 무엇을 잡을지 지켜보는 것도 무척 재미 있다.,191,한국에서 돌잔치에서 아기가 무엇을 잡는지 지켜보는 이유는 무엇인가?,"1. 아기의 성격을 알기 위해
2. 아기의 미래를 예측하기 위해
3. 아기의 건강 상태를 확인하기 위해
4. 아기의 발달 상태를 확인하기 위해
",아기의 미래를 예측하기 위해,17.0
한국에서는 돌을 맞이한 아기에게 금반지를 선물하는 경우가 많다.,192,한국에서 돌잔치에 주로 선물하는 것은 무엇인가?,"1. 장난감
2. 옷
3. 금반지
4. 기저귀
",금반지,17.0
한국에서는 생일에 대개 가족이나 친구들이 함께 모여 식사를 하고 선물을 주고 받으며 생일을 축하한다.,193,한국에서 생일을 어떻게 보내는지 설명하시오.,"1. 가족이나 친구들과 함께 식사하고 선물을 주고 받는다.
2. 혼자서 조용히 보낸다.
3. 친구들과 파티를 열어 축하한다.
4. 가족들과 여행을 간다.
",가족이나 친구들과 함께 식사하고 선물을 주고 받는다.,17.0
생일에는 일반적으로 미역국을 끓여 먹는다.,194,한국에서 생일에 일반적으로 무엇을 먹는가?,"1. 케이크
2. 피자
3. 미역국
4. 짜장면
",미역국,17.0
한국에서는 첫 번째 생일과 60번째 생일에는 좀 더 특별한 의미를 부여한다.,195,한국에서 특별한 의미를 가지는 생일은 몇 번째 생일인가?,"1. 10번째와 20번째
2. 20번째와 30번째
3. 30번째와 40번째
4. 첫 번째와 60번째
",첫 번째와 60번째,17.0
여러 사람이 조금씩 내는 축의금과 조의 금은 각각 결혼식과 장례식의 비용으로 사용된다.,196,한국에서 축의금과 조의금은 주로 어떻게 사용되는가?,"1. 개인의 생활비로 사용된다.
2. 결혼식과 장례식의 비용으로 사용된다.
3. 기부금으로 사용된다.
4. 투자금으로 사용된다.
",결혼식과 장례식의 비용으로 사용된다.,17.0
금반지는 아기가 금처럼 가치 있고 순수한 모습으로 변치 말고 잘 자라라는 의미를 담고 있다.,197,한국에서 돌잔치에 금반지를 선물하는 것의 의미는 무엇인가?,"1. 아기가 금처럼 가치 있고 순수한 모습으로 잘 자라라는 의미
2. 아기에게 부를 상징하는 의미
3. 아기에게 행운을 가져다주는 의미
4. 아기에게 건강을 상징하는 의미
",아기가 금처럼 가치 있고 순수한 모습으로 잘 자라라는 의미,17.0
생일에 먹는 미역국에는 그때를 기념하며 부모에게 감사하는 의미가 담겨있다.,198,한국에서 생일에 미역국을 먹는 것의 의미는 무엇인가?,"1. 생일을 기념하는 의미
2. 부모에게 감사하는 의미
3. 건강을 기원하는 의미
4. 행운을 기원하는 의미
",부모에게 감사하는 의미,17.0
금값이 크게 오른 요즘에는 금반지 대신 축의금을 내는 경우도 많다.,199,금값이 크게 오른 요즘에는 돌잔치에 어떤 것을 선물하는 경우가 많은가?,"1. 장난감
2. 옷
3. 금반지
4. 축의금
",축의금,17.0
한국인이 사랑하는 대중문화  각 사회마다 다수의 사람들이 즐기고 소비하는 문화가 있는데 이것을 대중문화 라고 한다.,960,대중문화란 무엇인가?,"1. 한 사람이 즐기는 문화
2. 특정 집단이 즐기는 문화
3. 다수의 사람들이 즐기고 소비하는 문화
4. 소수의 사람들이 즐기는 문화
",다수의 사람들이 즐기고 소비하는 문화,18.0
"한국인들은 자신의 취향에 따라 가곡, 트로트, 발라드, R&B 등 다양한 장르의 음악과 노래를 즐기고 있다.",961,한국인들이 즐기는 음악 장르에는 어떤 것들이 있는가?,"1. 가곡, 트로트, 발라드, R&B
2. 클래식, 재즈, 록, 팝
3. 힙합, 레게, 댄스, 트랜스
4. 컨트리, 블루스, 소울, 펑크
","가곡, 트로트, 발라드, R&B",18.0
"드라마를 즐겨보는 한국인도 많다. 한국에서는 아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극 등이 방송되고 있다.",962,한국에서 방송되는 드라마의 종류에는 어떤 것들이 있는가?,"1. 아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극
2. 아침 드라마, 저녁 드라마, 주말 드라마
3. 월화 드라마, 수목 드라마, 금토 드라마
4. 일일 드라마, 주말 드라마, 연속극
","아침 연속극, 일일 연속극, 월화 드라마, 수목 드라마, 주말 연속극",18.0
"한국에서는 스포츠도 많은 사랑을 받고 있다. 올림픽과 같은 국제 경기에서는 양궁, 태권도, 쇼트트랙, 스피드 스케이팅 등에서 좋은 성적을 거두고 있지만, 국내 에서는 야구, 축구 등의 인기가 특히 높다.",963,한국에서 인기가 높은 스포츠는 무엇인가?,"1. 야구, 축구
2. 농구, 배구
3. 테니스, 배드민턴
4. 골프, 마라톤
","야구, 축구",18.0
"프로야구는 최근 한국에서 가장 인기 있는 스포츠로서, 모든 경기가 TV로 생중계된다.",964,한국에서 가장 인기 있는 스포츠는 무엇인가?,"1. 야구
2. 축구
3. 농구
4. 배구
",야구,18.0
트로트  4분의 4박자 리듬에 일본 엔카 음계를 곁들인 한국의 대중 가요 장르,965,트로트는 어떤 리듬과 음계를 가진 한국의 대중 가요 장르인가?,"1. 4분의 4박자 리듬에 일본 엔카 음계
2. 2분의 2박자 리듬에 미국 재즈 음계
3. 3분의 3박자 리듬에 프랑스 샹송 음계
4. 4분의 4박자 리듬에 영국 록 음계
",4분의 4박자 리듬에 일본 엔카 음계,18.0
"R&B(Rhythm and blues)  1940년대 미국 흑인이 즐기던 대중 음악 양식으로, 강한 리듬에 부드럽고 애잔한 멜로디를 특징 으로 한다.",966,R&B 음악의 특징은 무엇인가?,"1. 강한 리듬에 부드럽고 애잔한 멜로디
2. 빠른 리듬에 경쾌하고 밝은 멜로디
3. 느린 리듬에 슬픔을 담은 멜로디
4. 중립적인 리듬에 감성적인 멜로디
",강한 리듬에 부드럽고 애잔한 멜로디,18.0
아이돌(idol) 스타  우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,967,아이돌 스타란 무엇인가?,"1. 우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인
2. 특정 팬덤을 가진 연예인
3. 음악, 연기, 춤 등 다방면에서 활동하는 연예인
4. 특정 프로그램에서 활동하는 연예인
",우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,18.0
시청률 40~50%를 오르내리며 전국민의 관심을 받는 드라마는 이른바 ‘국민 드라마’로 불리기도 한다.,968,국민 드라마란 무엇인가?,"1. 시청률 40~50%를 오르내리며 전국민의 관심을 받는 드라마
2. 국가를 주제로 한 드라마
3. 국민적인 가치를 다룬 드라마
4. 국민이 직접 참여하는 드라마
",시청률 40~50%를 오르내리며 전국민의 관심을 받는 드라마,18.0
"한편, 일반인들이 즐기는 생활 체육도 점점 발달하여 테니스, 배드민턴, 골프, 등산, 마라톤 등과 같은 운동을 즐기는 사람들이 동호회를 중심으로 널리 확산되고 있다.",969,한국에서 일반인들이 즐기는 생활 체육에는 어떤 것들이 있는가?,"1. 테니스, 배드민턴, 골프, 등산, 마라톤
2. 야구, 축구, 농구, 배구, 탁구
3. 수영, 스쿼시, 볼링, 스케이트, 스노보드
4. 서핑, 스카이다이빙, 패러글라이딩, 라프팅, 클라이밍
","테니스, 배드민턴, 골프, 등산, 마라톤",18.0
4분의 4박자 리듬에 일본 엔카 음계를 곁들인 한국의 대중 가요 장르,970,트로트는 어떤 리듬과 음계를 가진 한국의 대중 가요 장르인가?,"1. 2분의 2박자 리듬에 중국 음계
2. 4분의 4박자 리듬에 일본 엔카 음계
3. 3분의 3박자 리듬에 미국 재즈 음계
4. 4분의 4박자 리듬에 프랑스 클래식 음계
",4분의 4박자 리듬에 일본 엔카 음계,18.0
"1940년대 미국 흑인이 즐기던 대중 음악 양식으로, 강한 리듬에 부드럽고 애잔한 멜로디를 특징 으로 한다.",971,R&B는 어느 나라와 시대의 대중 음악 양식인가?,"1. 1940년대 미국
2. 1950년대 영국
3. 1960년대 일본
4. 1970년대 프랑스
",1940년대 미국,18.0
